Algorithm,Instance,Run,Time.s,Accuracy
Proposed,Inst15,14,61.61,0.838
Proposed,Inst15,15,66.27,0.86
Proposed,Inst15,16,55.75,0.85
Proposed,Inst15,17,64.07,0.859
Proposed,Inst15,18,32.85,0.841
Proposed,Inst15,19,60.94,0.861
Proposed,Inst15,20,59.5,0.87
Proposed,Inst15,21,56.2,0.894
Proposed,Inst15,22,83.45,0.852
Proposed,Inst15,23,66.35,0.883
Proposed,Inst15,24,98.71,0.89
Proposed,Inst15,25,94.74,0.894
Proposed,Inst15,26,65.92,0.876
Proposed,Inst15,27,104.6,0.879
Proposed,Inst15,28,77.64,0.827
Proposed,Inst15,29,58.64,0.865
Proposed,Inst15,30,87.99,0.858
Proposed,Inst16,1,132.8,0.812
Proposed,Inst16,2,80.99,0.871
Proposed,Inst16,3,124.3,0.842
Proposed,Inst16,4,165.2,0.843
Proposed,Inst16,5,123.6,0.84
Proposed,Inst16,6,141.2,0.859
Proposed,Inst16,7,95.35,0.853
Proposed,Inst16,8,137.3,0.849
Proposed,Inst16,9,96.32,0.853
Proposed,Inst16,10,109.1,0.868
Proposed,Inst16,11,69.48,0.845
Proposed,Inst16,12,112.9,0.9
Proposed,Inst16,13,60.03,0.847
Proposed,Inst16,14,96.02,0.873
Proposed,Inst16,15,97.5,0.856
Proposed,Inst16,16,115.5,0.861
Proposed,Inst16,17,29.75,0.803
Proposed,Inst16,18,88.68,0.862
Proposed,Inst16,19,83.29,0.819
Proposed,Inst16,20,109.2,0.813
Proposed,Inst16,21,130.3,0.857
Proposed,Inst16,22,157.5,0.846
Proposed,Inst16,23,116.7,0.845
Proposed,Inst16,24,107.3,0.795
Proposed,Inst16,25,128.2,0.862
Proposed,Inst16,26,44.32,0.832
Proposed,Inst16,27,158.5,0.847
Proposed,Inst16,28,105.8,0.82
Proposed,Inst16,29,85.21,0.833
Proposed,Inst16,30,109.6,0.833
Proposed,Inst17,1,121.8,0.869
Proposed,Inst17,2,77.07,0.819
Proposed,Inst17,3,43.39,0.847
Proposed,Inst17,4,104.5,0.842
Proposed,Inst17,5,106.8,0.882
Proposed,Inst17,6,171.4,0.883
Proposed,Inst17,7,147.9,0.887
Proposed,Inst17,8,99.97,0.853
Proposed,Inst17,9,122.5,0.859
Proposed,Inst17,10,119.3,0.804
Proposed,Inst17,11,123.6,0.86
Proposed,Inst17,12,113.1,0.862
Proposed,Inst17,13,157,0.868
Proposed,Inst17,14,102.1,0.865
Proposed,Inst17,15,95.39,0.853
Proposed,Inst17,16,108.1,0.863
Proposed,Inst17,17,123.1,0.882
Proposed,Inst17,18,142.4,0.853
Proposed,Inst17,19,101.3,0.86
Proposed,Inst17,20,139.8,0.864
Proposed,Inst17,21,72.9,0.848
Proposed,Inst17,22,125.1,0.845
Proposed,Inst17,23,84.98,0.844
Proposed,Inst17,24,101.7,0.853
Proposed,Inst17,25,57.62,0.885
Proposed,Inst17,26,56.63,0.885
Proposed,Inst17,27,106.3,0.841
Proposed,Inst17,28,75.34,0.829
Proposed,Inst17,29,97.48,0.892
Proposed,Inst17,30,79.24,0.868
Proposed,Inst18,1,21.81,0.901
Proposed,Inst18,2,25.22,0.906
Proposed,Inst18,3,94.74,0.879
Proposed,Inst18,4,82.59,0.881
Proposed,Inst18,5,53.51,0.861
Proposed,Inst18,6,107,0.922
Proposed,Inst18,7,75.69,0.858
Proposed,Inst18,8,94.23,0.926
Proposed,Inst18,9,65.95,0.897
Proposed,Inst18,10,55.01,0.913
Proposed,Inst18,11,54.61,0.898
Proposed,Inst18,12,21.56,0.889
Proposed,Inst18,13,54.84,0.907
Proposed,Inst18,14,90.69,0.893
Proposed,Inst18,15,94.43,0.894
Proposed,Inst18,16,104.5,0.891
Proposed,Inst18,17,16.81,0.888
Proposed,Inst18,18,49.7,0.897
Proposed,Inst18,19,83.47,0.896
Proposed,Inst18,20,109.3,0.896
Proposed,Inst18,21,34.92,0.877
Proposed,Inst18,22,85.16,0.872
Proposed,Inst18,23,95.49,0.855
Proposed,Inst18,24,107.2,0.872
Proposed,Inst18,25,60.32,0.89
Proposed,Inst18,26,48.02,0.907
Proposed,Inst18,27,22.32,0.887
Proposed,Inst18,28,96.93,0.85
Proposed,Inst18,29,83.47,0.891
Proposed,Inst18,30,56.38,0.903
Proposed,Inst19,1,150.5,0.836
Proposed,Inst19,2,173.4,0.877
Proposed,Inst19,3,150.1,0.81
Proposed,Inst19,4,136.1,0.867
Proposed,Inst19,5,104.8,0.858
Proposed,Inst19,6,128.3,0.821
Proposed,Inst19,7,194,0.834
Proposed,Inst19,8,143.3,0.818
Proposed,Inst19,9,88.16,0.834
Proposed,Inst19,10,143.8,0.814
Proposed,Inst19,11,120.7,0.858
Proposed,Inst19,12,113.7,0.813
Proposed,Inst19,13,100.3,0.86
Proposed,Inst19,14,186.7,0.837
Proposed,Inst19,15,150.3,0.82
Proposed,Inst19,16,156,0.85
Proposed,Inst19,17,148.9,0.793
Proposed,Inst19,18,148.4,0.81
Proposed,Inst19,19,131.6,0.832
Proposed,Inst19,20,163.6,0.857
Proposed,Inst19,21,204,0.813
Proposed,Inst19,22,153.9,0.867
Proposed,Inst19,23,126.3,0.853
Proposed,Inst19,24,167,0.79
Proposed,Inst19,25,129.4,0.825
Proposed,Inst19,26,121.7,0.874
Proposed,Inst19,27,157.4,0.85
Proposed,Inst19,28,185.7,0.854
Proposed,Inst19,29,143.5,0.83
Proposed,Inst19,30,136.8,0.842
Proposed,Inst20,1,95.83,0.896
Proposed,Inst20,2,133.8,0.889
Proposed,Inst20,3,138.7,0.84
Proposed,Inst20,4,87.82,0.891
Proposed,Inst20,5,103.2,0.895
Proposed,Inst20,6,103.5,0.889
Proposed,Inst20,7,60.26,0.934
Proposed,Inst20,8,146.4,0.887
Proposed,Inst20,9,135.4,0.901
Proposed,Inst20,10,113.6,0.849
Proposed,Inst20,11,81.42,0.855
Proposed,Inst20,12,85.15,0.847
Proposed,Inst20,13,92.84,0.859
Proposed,Inst20,14,69.44,0.871
Proposed,Inst20,15,82.43,0.87
Proposed,Inst20,16,72.83,0.868
Proposed,Inst20,17,151.8,0.824
Proposed,Inst20,18,135.5,0.87
Proposed,Inst20,19,109.2,0.887
Proposed,Inst20,20,101.7,0.895
Proposed,Inst20,21,109.5,0.882
Proposed,Inst20,22,48.84,0.851
Proposed,Inst20,23,95.48,0.853
Proposed,Inst20,24,125.3,0.87
Proposed,Inst20,25,75.37,0.847
Proposed,Inst20,26,121.7,0.91
Proposed,Inst20,27,140.9,0.853
Proposed,Inst20,28,168.3,0.881
Proposed,Inst20,29,102.6,0.869
Proposed,Inst20,30,122.9,0.878
Proposed,Inst21,1,82.67,0.843
Proposed,Inst21,2,86.84,0.84
Proposed,Inst21,3,72.28,0.839
Proposed,Inst21,4,111.8,0.878
Proposed,Inst21,5,69,0.846
Proposed,Inst21,6,112.1,0.822
Proposed,Inst21,7,51.36,0.825
Proposed,Inst21,8,67.84,0.902
Proposed,Inst21,9,92.08,0.837
Proposed,Inst21,10,147.7,0.848
Proposed,Inst21,11,68.69,0.843
Proposed,Inst21,12,46.57,0.814
Proposed,Inst21,13,93.56,0.829
Proposed,Inst21,14,133.3,0.834
Proposed,Inst21,15,52.57,0.864
Proposed,Inst21,16,64.54,0.864
Proposed,Inst21,17,71.84,0.849
Proposed,Inst21,18,66.1,0.823
Proposed,Inst21,19,66.96,0.833
Proposed,Inst21,20,118.1,0.838
Proposed,Inst21,21,106.9,0.85
Proposed,Inst21,22,63.97,0.838
Proposed,Inst21,23,83.99,0.837
Proposed,Inst21,24,132.5,0.843
Proposed,Inst21,25,90.3,0.82
Proposed,Inst21,26,81.53,0.867
Proposed,Inst21,27,82.51,0.833
Proposed,Inst21,28,103.3,0.92
Proposed,Inst21,29,130.9,0.828
Proposed,Inst21,30,69.95,0.82
Proposed,Inst22,1,116.2,0.819
Proposed,Inst22,2,183.4,0.826
Proposed,Inst22,3,132.9,0.9
Proposed,Inst22,4,177.6,0.81
Proposed,Inst22,5,129.3,0.81
Proposed,Inst22,6,99.08,0.834
Proposed,Inst22,7,81.1,0.845
Proposed,Inst22,8,89.97,0.857
Proposed,Inst22,9,104.8,0.85
Proposed,Inst22,10,104.5,0.829
Proposed,Inst22,11,134,0.86
Proposed,Inst22,12,115.2,0.856
Proposed,Inst22,13,77.79,0.795
Proposed,Inst22,14,96.71,0.882
Proposed,Inst22,15,88.25,0.831
Proposed,Inst22,16,154.9,0.844
Proposed,Inst22,17,131.7,0.841
Proposed,Inst22,18,134.3,0.811
Proposed,Inst22,19,119.9,0.828
Proposed,Inst22,20,186.5,0.823
Proposed,Inst22,21,140.6,0.837
Proposed,Inst22,22,144.6,0.839
Proposed,Inst22,23,98.86,0.837
Proposed,Inst22,24,129.9,0.82
Proposed,Inst22,25,87.03,0.826
Proposed,Inst22,26,114.4,0.839
Proposed,Inst22,27,95.62,0.839
Proposed,Inst22,28,85.12,0.847
Proposed,Inst22,29,93.93,0.85
Proposed,Inst22,30,84.88,0.819
Proposed,Inst23,1,116.4,0.875
Proposed,Inst23,2,129.7,0.911
Proposed,Inst23,3,89.17,0.885
Proposed,Inst23,4,158.7,0.911
Proposed,Inst23,5,136.7,0.898
Proposed,Inst23,6,91.04,0.889
Proposed,Inst23,7,139,0.872
Proposed,Inst23,8,86.37,0.88
Proposed,Inst23,9,159.3,0.898
Proposed,Inst23,10,129.1,0.876
Proposed,Inst23,11,104.2,0.901
Proposed,Inst23,12,96.92,0.844
Proposed,Inst23,13,135,0.859
Proposed,Inst23,14,88.82,0.869
Proposed,Inst23,15,56.52,0.887
Proposed,Inst23,16,74.12,0.856
Proposed,Inst23,17,110.3,0.869
Proposed,Inst23,18,138.8,0.897
Proposed,Inst23,19,97.86,0.883
Proposed,Inst23,20,145.4,0.87
Proposed,Inst23,21,125.1,0.883
Proposed,Inst23,22,103.9,0.891
Proposed,Inst23,23,69.12,0.858
Proposed,Inst23,24,119.7,0.875
Proposed,Inst23,25,123.3,0.896
Proposed,Inst23,26,132.6,0.863
Proposed,Inst23,27,87.76,0.878
Proposed,Inst23,28,125,0.898
Proposed,Inst23,29,139.3,0.881
Proposed,Inst23,30,116.8,0.903
Proposed,Inst24,1,61.42,0.911
Proposed,Inst24,2,86.23,0.844
Proposed,Inst24,3,83.69,0.888
Proposed,Inst24,4,45.7,0.901
Proposed,Inst24,5,29.07,0.926
Proposed,Inst24,6,82.86,0.874
Proposed,Inst24,7,119.7,0.901
Proposed,Inst24,8,124,0.91
Proposed,Inst24,9,53.09,0.885
Proposed,Inst24,10,65.85,0.907
Proposed,Inst24,11,86.32,0.896
Proposed,Inst24,12,128,0.885
Proposed,Inst24,13,63.5,0.924
Proposed,Inst24,14,70.55,0.895
Proposed,Inst24,15,102.3,0.913
Proposed,Inst24,16,122.2,0.883
Proposed,Inst24,17,90.68,0.865
Proposed,Inst24,18,44.18,0.886
Proposed,Inst24,19,107.5,0.926
Proposed,Inst24,20,106.5,0.871
Proposed,Inst24,21,10.97,0.864
Proposed,Inst24,22,58.28,0.87
Proposed,Inst24,23,100.8,0.897
Proposed,Inst24,24,99,0.868
Proposed,Inst24,25,97.88,0.914
Proposed,Inst24,26,105.9,0.854
Proposed,Inst24,27,156.9,0.85
Proposed,Inst24,28,84.22,0.873
Proposed,Inst24,29,94.87,0.884
Proposed,Inst24,30,46.22,0.889
Proposed,Inst25,1,-0.1207,0.845
Proposed,Inst25,2,72.65,0.839
Proposed,Inst25,3,107.1,0.837
Proposed,Inst25,4,104.7,0.829
Proposed,Inst25,5,43.94,0.842
Proposed,Inst25,6,37.87,0.847
Proposed,Inst25,7,149.3,0.811
Proposed,Inst25,8,23.92,0.838
Proposed,Inst25,9,54.58,0.894
Proposed,Inst25,10,108,0.849
Proposed,Inst25,11,118.8,0.854
Proposed,Inst25,12,122.1,0.87
Proposed,Inst25,13,66.62,0.824
Proposed,Inst25,14,91.62,0.869
Proposed,Inst25,15,65.56,0.819
Proposed,Inst25,16,95.03,0.874
Proposed,Inst25,17,40.08,0.866
Proposed,Inst25,18,113.8,0.867
Proposed,Inst25,19,57.4,0.84
Proposed,Inst25,20,101.7,0.857
Proposed,Inst25,21,95.16,0.892
Proposed,Inst25,22,75.09,0.86
Proposed,Inst25,23,45.35,0.837
Proposed,Inst25,24,104.4,0.856
Proposed,Inst25,25,85.78,0.865
Proposed,Inst25,26,89.98,0.831
Proposed,Inst25,27,95.84,0.864
Proposed,Inst25,28,66.6,0.86
Proposed,Inst25,29,68.9,0.872
Proposed,Inst25,30,73.7,0.85
Proposed,Inst26,1,107.8,0.899
Proposed,Inst26,2,144.6,0.902
Proposed,Inst26,3,142,0.819
Proposed,Inst26,4,85.43,0.897
Proposed,Inst26,5,71.38,0.903
Proposed,Inst26,6,101.3,0.874
Proposed,Inst26,7,64.98,0.889
Proposed,Inst26,8,123.9,0.904
Proposed,Inst26,9,152.8,0.886
Proposed,Inst26,10,119.4,0.905
Proposed,Inst26,11,78.74,0.903
Proposed,Inst26,12,152.1,0.903
Proposed,Inst26,13,140,0.889
Proposed,Inst26,14,109.2,0.882
Proposed,Inst26,15,139.9,0.904
Proposed,Inst26,16,184,0.858
Proposed,Inst26,17,91.47,0.905
Proposed,Inst26,18,159.4,0.901
Proposed,Inst26,19,55,0.895
Proposed,Inst26,20,97.17,0.907
Proposed,Inst26,21,95.33,0.892
Proposed,Inst26,22,165,0.9
Proposed,Inst26,23,101.1,0.875
Proposed,Inst26,24,113.8,0.866
Proposed,Inst26,25,60.27,0.93
Proposed,Inst26,26,118,0.93
Proposed,Inst26,27,119.2,0.921
Proposed,Inst26,28,133,0.883
Proposed,Inst26,29,77.94,0.887
Proposed,Inst26,30,133,0.881
Proposed,Inst27,1,47.22,0.834
Proposed,Inst27,2,70.57,0.812
Proposed,Inst27,3,28.17,0.778
Proposed,Inst27,4,35.84,0.822
Proposed,Inst27,5,44.21,0.842
Proposed,Inst27,6,44.68,0.807
Proposed,Inst27,7,77.75,0.834
Proposed,Inst27,8,74.51,0.844
Proposed,Inst27,9,73.99,0.819
Proposed,Inst27,10,77.4,0.825
Proposed,Inst27,11,92.03,0.852
Proposed,Inst27,12,114.4,0.841
Proposed,Inst27,13,66.37,0.821
Proposed,Inst27,14,43.66,0.853
Proposed,Inst27,15,38.93,0.823
Proposed,Inst27,16,30.57,0.846
Proposed,Inst27,17,58.26,0.836
Proposed,Inst27,18,59.67,0.827
Proposed,Inst27,19,39.07,0.812
Proposed,Inst27,20,12.29,0.81
Proposed,Inst27,21,119.5,0.811
Proposed,Inst27,22,70.97,0.808
Proposed,Inst27,23,-0.2531,0.803
Proposed,Inst27,24,66.07,0.801
Proposed,Inst27,25,45.53,0.817
Proposed,Inst27,26,22.47,0.792
Proposed,Inst27,27,99.5,0.839
Proposed,Inst27,28,51.76,0.799
Proposed,Inst27,29,117.3,0.816
Proposed,Inst27,30,-6.11,0.769
Proposed,Inst28,1,98.92,0.853
Proposed,Inst28,2,139.8,0.902
Proposed,Inst28,3,164.1,0.877
Proposed,Inst28,4,109.5,0.841
Proposed,Inst28,5,118.2,0.888
Proposed,Inst28,6,128.4,0.886
Proposed,Inst28,7,105.7,0.87
Proposed,Inst28,8,125.1,0.895
Proposed,Inst28,9,127.7,0.879
Proposed,Inst28,10,112.2,0.849
Proposed,Inst28,11,58.49,0.866
Proposed,Inst28,12,34.76,0.843
Proposed,Inst28,13,95.65,0.839
Proposed,Inst28,14,136.3,0.88
Proposed,Inst28,15,126.7,0.891
Proposed,Inst28,16,90.49,0.885
Proposed,Inst28,17,63.03,0.873
Proposed,Inst28,18,107.3,0.873
Proposed,Inst28,19,80.91,0.852
Proposed,Inst28,20,107.4,0.866
Proposed,Inst28,21,55.01,0.871
Proposed,Inst28,22,64.26,0.869
Proposed,Inst28,23,101.1,0.866
Proposed,Inst28,24,129.8,0.846
Proposed,Inst28,25,74.39,0.88
Proposed,Inst28,26,127,0.826
Proposed,Inst28,27,76.4,0.879
Proposed,Inst28,28,127,0.868
Proposed,Inst28,29,106.9,0.871
Proposed,Inst28,30,143.9,0.889
Proposed,Inst29,1,79,0.849
Proposed,Inst29,2,116.8,0.877
Proposed,Inst29,3,66.61,0.83
Proposed,Inst29,4,105.7,0.837
Proposed,Inst29,5,61.03,0.84
Proposed,Inst29,6,90.44,0.856
Proposed,Inst29,7,110.2,0.859
Proposed,Inst29,8,147.2,0.838
Proposed,Inst29,9,82.94,0.88
Proposed,Inst29,10,63.67,0.867
Proposed,Inst29,11,153.9,0.823
Proposed,Inst29,12,110,0.861
Proposed,Inst29,13,97,0.829
Proposed,Inst29,14,70.1,0.832
Proposed,Inst29,15,146.2,0.891
Proposed,Inst29,16,134.2,0.871
Proposed,Inst29,17,130.7,0.828
Proposed,Inst29,18,91.76,0.854
Proposed,Inst29,19,99.17,0.829
Proposed,Inst29,20,155.4,0.851
Proposed,Inst29,21,48.21,0.904
Proposed,Inst29,22,164.5,0.859
Proposed,Inst29,23,113.5,0.845
Proposed,Inst29,24,143.1,0.835
Proposed,Inst29,25,125.3,0.844
Proposed,Inst29,26,117.3,0.85
Proposed,Inst29,27,96.5,0.826
Proposed,Inst29,28,116.2,0.869
Proposed,Inst29,29,117.8,0.862
Proposed,Inst29,30,70.96,0.834
Proposed,Inst30,1,105.8,0.901
Proposed,Inst30,2,136.9,0.868
Proposed,Inst30,3,128.1,0.881
Proposed,Inst30,4,168.2,0.856
Proposed,Inst30,5,111.3,0.871
Proposed,Inst30,6,128.2,0.863
Proposed,Inst30,7,142.1,0.847
Proposed,Inst30,8,112.2,0.87
Proposed,Inst30,9,101.3,0.881
Proposed,Inst30,10,103.4,0.879
Proposed,Inst30,11,106.7,0.888
Proposed,Inst30,12,122.7,0.843
Proposed,Inst30,13,30.59,0.894
Proposed,Inst30,14,122.7,0.867
Proposed,Inst30,15,114,0.875
Proposed,Inst30,16,59.76,0.905
Proposed,Inst30,17,104.3,0.853
Proposed,Inst30,18,108.2,0.895
Proposed,Inst30,19,119.6,0.896
Proposed,Inst30,20,109.5,0.852
Proposed,Inst30,21,110.2,0.838
Proposed,Inst30,22,150.3,0.876
Proposed,Inst30,23,113.8,0.884
Proposed,Inst30,24,122.8,0.865
Proposed,Inst30,25,140,0.891
Proposed,Inst30,26,107.7,0.872
Proposed,Inst30,27,168.5,0.893
Proposed,Inst30,28,88.33,0.868
Proposed,Inst30,29,75.57,0.852
Proposed,Inst30,30,154.7,0.837
Proposed,Inst31,1,186.3,0.816
Proposed,Inst31,2,135.6,0.849
Proposed,Inst31,3,170.1,0.845
Proposed,Inst31,4,162.9,0.863
Proposed,Inst31,5,125.8,0.816
Proposed,Inst31,6,143.7,0.845
Proposed,Inst31,7,123.8,0.848
Proposed,Inst31,8,78.47,0.852
Proposed,Inst31,9,207,0.864
Proposed,Inst31,10,144.4,0.818
Proposed,Inst31,11,159.3,0.866
Proposed,Inst31,12,120.7,0.816
Proposed,Inst31,13,97.69,0.812
Proposed,Inst31,14,181.8,0.824
Proposed,Inst31,15,121.5,0.85
Proposed,Inst31,16,164.2,0.86
Proposed,Inst31,17,172.3,0.874
Proposed,Inst31,18,152.5,0.863
Proposed,Inst31,19,214.2,0.86
Proposed,Inst31,20,145,0.827
Proposed,Inst31,21,156.7,0.843
Proposed,Inst31,22,166.6,0.871
Proposed,Inst31,23,144,0.854
Proposed,Inst31,24,119.6,0.883
Proposed,Inst31,25,100.7,0.82
Proposed,Inst31,26,175.3,0.827
Proposed,Inst31,27,164.7,0.848
Proposed,Inst31,28,138.1,0.853
Proposed,Inst31,29,197.4,0.862
Proposed,Inst31,30,169.2,0.837
Proposed,Inst32,1,49.85,0.85
Proposed,Inst32,2,30.11,0.859
Proposed,Inst32,3,105.1,0.885
Proposed,Inst32,4,78.8,0.85
Proposed,Inst32,5,97.93,0.871
Proposed,Inst32,6,61.16,0.874
Proposed,Inst32,7,45.98,0.834
Proposed,Inst32,8,137.2,0.858
Proposed,Inst32,9,50.21,0.864
Proposed,Inst32,10,35.79,0.88
Proposed,Inst32,11,51.29,0.894
Proposed,Inst32,12,112.9,0.894
Proposed,Inst32,13,34.25,0.863
Proposed,Inst32,14,-8.77,0.886
Proposed,Inst32,15,56.51,0.9
Proposed,Inst32,16,64.57,0.85
Proposed,Inst32,17,78.47,0.855
Proposed,Inst32,18,61.18,0.875
Proposed,Inst32,19,92.11,0.888
Proposed,Inst32,20,77.07,0.84
Proposed,Inst32,21,60.68,0.856
Proposed,Inst32,22,104.6,0.846
Proposed,Inst32,23,58.3,0.891
Proposed,Inst32,24,43.45,0.846
Proposed,Inst32,25,83.86,0.859
Proposed,Inst32,26,65.66,0.895
Proposed,Inst32,27,118.9,0.847
Proposed,Inst32,28,81.46,0.851
Proposed,Inst32,29,78.76,0.851
Proposed,Inst32,30,74.86,0.871
Proposed,Inst33,1,92.11,0.851
Proposed,Inst33,2,93.38,0.891
Proposed,Inst33,3,75.73,0.832
Proposed,Inst33,4,69.85,0.89
Proposed,Inst33,5,58.79,0.892
Proposed,Inst33,6,85.67,0.883
Proposed,Inst33,7,67.1,0.841
Proposed,Inst33,8,33.99,0.887
Proposed,Inst33,9,58.84,0.886
Proposed,Inst33,10,55.3,0.864
Proposed,Inst33,11,146.8,0.844
Proposed,Inst33,12,69.12,0.836
Proposed,Inst33,13,53.98,0.897
Proposed,Inst33,14,120.2,0.875
Proposed,Inst33,15,154.1,0.857
Proposed,Inst33,16,78.36,0.85
Proposed,Inst33,17,140.9,0.878
Proposed,Inst33,18,111.1,0.863
Proposed,Inst33,19,89.96,0.918
Proposed,Inst33,20,89.86,0.877
Proposed,Inst33,21,71.56,0.878
Proposed,Inst33,22,128.4,0.869
Proposed,Inst33,23,82.81,0.877
Proposed,Inst33,24,92.04,0.88
Proposed,Inst33,25,91.09,0.852
Proposed,Inst33,26,93.62,0.878
Proposed,Inst33,27,150.5,0.871
Proposed,Inst33,28,153.3,0.852
Proposed,Inst33,29,165.3,0.891
Proposed,Inst33,30,140,0.906
Proposed,Inst34,1,107.2,0.901
Proposed,Inst34,2,129.9,0.847
Proposed,Inst34,3,68.28,0.877
Proposed,Inst34,4,163.5,0.861
Proposed,Inst34,5,53.87,0.865
Proposed,Inst34,6,140,0.875
Proposed,Inst34,7,139.7,0.867
Proposed,Inst34,8,78.8,0.861
Proposed,Inst34,9,121.7,0.864
Proposed,Inst34,10,160.6,0.892
Proposed,Inst34,11,131.2,0.853
Proposed,Inst34,12,165.5,0.85
Proposed,Inst34,13,127.8,0.875
Proposed,Inst34,14,151.5,0.886
Proposed,Inst34,15,120.2,0.861
Proposed,Inst34,16,130.7,0.873
Proposed,Inst34,17,99.13,0.928
Proposed,Inst34,18,174.5,0.886
Proposed,Inst34,19,158.9,0.849
Proposed,Inst34,20,110.9,0.836
Proposed,Inst34,21,94.19,0.893
Proposed,Inst34,22,84.15,0.857
Proposed,Inst34,23,180.7,0.837
Proposed,Inst34,24,123.5,0.877
Proposed,Inst34,25,157.1,0.905
Proposed,Inst34,26,140.7,0.855
Proposed,Inst34,27,184,0.876
Proposed,Inst34,28,148,0.851
Proposed,Inst34,29,153.5,0.903
Proposed,Inst34,30,138.5,0.884
Proposed,Inst35,1,171.6,0.847
Proposed,Inst35,2,160.9,0.835
Proposed,Inst35,3,145.7,0.888
Proposed,Inst35,4,131.9,0.859
Proposed,Inst35,5,89.23,0.866
Proposed,Inst35,6,96.73,0.87
Proposed,Inst35,7,104.2,0.858
Proposed,Inst35,8,97.77,0.86
Proposed,Inst35,9,93.81,0.907
Proposed,Inst35,10,67.83,0.864
Proposed,Inst35,11,106.5,0.901
Proposed,Inst35,12,49.29,0.852
Proposed,Inst35,13,153.6,0.852
Proposed,Inst35,14,144.9,0.884
Proposed,Inst35,15,106.1,0.861
Proposed,Inst35,16,71.87,0.842
Proposed,Inst35,17,59.82,0.863
Proposed,Inst35,18,107.6,0.884
Proposed,Inst35,19,159,0.843
Proposed,Inst35,20,53.87,0.892
Proposed,Inst35,21,125.8,0.904
Proposed,Inst35,22,120,0.877
Proposed,Inst35,23,46.7,0.884
Proposed,Inst35,24,169.6,0.878
Proposed,Inst35,25,140,0.862
Proposed,Inst35,26,120.4,0.856
Proposed,Inst35,27,115.3,0.866
Proposed,Inst35,28,110.4,0.899
Proposed,Inst35,29,81.19,0.878
Proposed,Inst35,30,107.9,0.834
Proposed,Inst36,1,62.3,0.837
Proposed,Inst36,2,78.21,0.859
Proposed,Inst36,3,36.6,0.851
Proposed,Inst36,4,80.22,0.848
Proposed,Inst36,5,57.48,0.857
Proposed,Inst36,6,56.39,0.836
Proposed,Inst36,7,34.78,0.821
Proposed,Inst36,8,45.72,0.835
Proposed,Inst36,9,76.21,0.867
Proposed,Inst36,10,60.14,0.855
Proposed,Inst36,11,57.9,0.84
Proposed,Inst36,12,109.5,0.838
Proposed,Inst36,13,79.86,0.875
Proposed,Inst36,14,122.9,0.823
Proposed,Inst36,15,99.75,0.825
Proposed,Inst36,16,64.51,0.872
Proposed,Inst36,17,67.44,0.818
Proposed,Inst36,18,44.95,0.862
Proposed,Inst36,19,81.83,0.876
Proposed,Inst36,20,99.31,0.851
Proposed,Inst36,21,62.35,0.801
Proposed,Inst36,22,31.52,0.796
Proposed,Inst36,23,-0.7765,0.883
Proposed,Inst36,24,112,0.862
Proposed,Inst36,25,84.13,0.846
Proposed,Inst36,26,143.6,0.839
Proposed,Inst36,27,44.45,0.841
Proposed,Inst36,28,38.76,0.846
Proposed,Inst36,29,70.07,0.839
Proposed,Inst36,30,119.9,0.831
Proposed,Inst37,1,77.3,0.779
Proposed,Inst37,2,114.5,0.833
Proposed,Inst37,3,97.79,0.832
Proposed,Inst37,4,97.59,0.767
Proposed,Inst37,5,127.1,0.794
Proposed,Inst37,6,83.1,0.844
Proposed,Inst37,7,106.1,0.862
Proposed,Inst37,8,129,0.83
Proposed,Inst37,9,62.94,0.828
Proposed,Inst37,10,117,0.816
Proposed,Inst37,11,82.51,0.822
Proposed,Inst37,12,92.88,0.8
Proposed,Inst37,13,48.05,0.822
Proposed,Inst37,14,35.64,0.81
Proposed,Inst37,15,82.97,0.824
Proposed,Inst37,16,79.43,0.775
Proposed,Inst37,17,119.1,0.804
Proposed,Inst37,18,125.5,0.803
Proposed,Inst37,19,69.11,0.837
Proposed,Inst37,20,77.84,0.797
Proposed,Inst37,21,146.6,0.855
Proposed,Inst37,22,80.58,0.836
Proposed,Inst37,23,101.9,0.806
Proposed,Inst37,24,63.93,0.797
Proposed,Inst37,25,103.2,0.835
Proposed,Inst37,26,129.5,0.802
Proposed,Inst37,27,94.13,0.806
Proposed,Inst37,28,97.72,0.778
Proposed,Inst37,29,87.65,0.83
Proposed,Inst37,30,58.79,0.811
Proposed,Inst38,1,111.3,0.834
Proposed,Inst38,2,134,0.868
Proposed,Inst38,3,95.37,0.819
Proposed,Inst38,4,86.9,0.842
Proposed,Inst38,5,75.52,0.876
Proposed,Inst38,6,100.1,0.86
Proposed,Inst38,7,62.43,0.858
Proposed,Inst38,8,101.3,0.876
Proposed,Inst38,9,96.69,0.832
Proposed,Inst38,10,42.7,0.885
Proposed,Inst38,11,92.36,0.883
Proposed,Inst38,12,54.48,0.886
Proposed,Inst38,13,101.4,0.856
Proposed,Inst38,14,79.68,0.875
Proposed,Inst38,15,103.6,0.849
Proposed,Inst38,16,77.04,0.846
Proposed,Inst38,17,73.26,0.873
Proposed,Inst38,18,72.66,0.89
Proposed,Inst38,19,80.65,0.819
Proposed,Inst38,20,12.47,0.868
Proposed,Inst38,21,108.2,0.874
Proposed,Inst38,22,49.66,0.843
Proposed,Inst38,23,67.48,0.856
Proposed,Inst38,24,49.21,0.865
Proposed,Inst38,25,85.72,0.874
